"[샤오미 미투 유모차를 사자는 거예요. ], 긍정 텍스트 확률 : 50.33%"
"[다만 뒷 좌석에 설치했을 때는 뒤의 시야를 약간 가릴 것 같네요. 그래도 에어컨 바람보다 창문 열고 다니는 것을 좋아하는 저같은 사람에게는 필요한 제품이라고 생각합니다. ], 긍정 텍스트 확률 : 99.37%"
"[앱과 호환이 되어 제어 및 설정이 가능한데요. 차량 내 공기질을 확인할 수 있고 스마트 필터교체 알람으로 교체 시기를 알 수 있습니다. 앱에서 원클릭으로 필터를 구입할 수 있다고 하고요. 스마트폰으로 전원을 켜고 끌 수 있고 동작을 제어할 수 있으니 앞자리에 앉아서도 편하게 사용할 수 있겠네요. ], 긍정 텍스트 확률 : 67.81%"
"[환율에 따라서 가격이 좀 달라질 것 같긴한데 제가 글 쓸 때 기준으로는 만원 후반대네요. 상품평 쓰신 분 중에 구입 하고 나니 가격이 계속 떨어진다고 천천히 살 걸 그랬다고 쓰신 분이 계시더라고요. 아무튼 환율에 따라 가격은 계속 달라지는가 봅니다. ㅎㅎ 참.. 살다살다 차량용 공기청정기 사야겠다는 생각이 드는 세상에 살게 될 줄이야.. 허허.. ], 긍정 텍스트 확률 : 96.72%"
"[ 라나에요 요즘 날씨가 정말 덥죠? ], 긍정 텍스트 확률 : 90.56%"
"[유모차가지고 밖에나갈 용기도 안나지만 어쩔수없이 나가야 할때 선풍기는 필수샌코는 진짜 더위 많이 타거든요 ㅠㅠ ], 긍정 텍스트 확률 : 95.41%"
"[구입한지 좀 됐는데 사용해보고 후기 올리려고 기다리고 있었어요 ], 긍정 텍스트 확률 : 95.70%"
"[유뮤차 선풍기도 종류가 많은거 같은데선배맘들이 켈가 추천해줘서 이걸로 골랐어요어떤 블로그에는 여러가지 선풍기 다써봤는데 내구성은 켈가가 가장 좋다고 써놨더라구요하지만 전자제품은 자고로 복불복핸드폰도 복불복 뽑기잖아요ㅋㅋ ], 긍정 텍스트 확률 : 73.25%"
"[케이스를 오픈해봤어요장난감같이 생겨서 아이들이 정말 가지고 놀고 싶어할거 같아요팬 색깔이 예뻐서 돌아갈때 현란하거든요하지만 항상 주의 ], 긍정 텍스트 확률 : 89.20%"
"[설명서도 보이구요주의사항도 기재가 되어 있네요오래된 건전지와 새 건전지를 혼합하지 말라고 하네요건전지 닫는 부분도 꼭 맞게 닫아야 하구요 ], 긍정 텍스트 확률 : 68.86%"
"[집게 부분인데요 혼자 세워놓을 수 있지만 선풍기쪽 중심을 잘 잡아야 혼자 서있는 편이에요어떤 유모차든 호환 되는듯 해요 생각보다 집게 범위가 넓고 고정도 잘되는 편이었어요 ], 긍정 텍스트 확률 : 99.56%"
"[켈가짱 ㅋ유모차에도 달면 진동이 조금 느껴질수 있어요예민한 아이는 싫어할수 있겠지만 샌코는 진동에 의해 또 꿀잠을... ], 긍정 텍스트 확률 : 62.15%"
"[샌코처럼 잔진동에 꿀잠자는 아가가 또 있음 좋겠네요 ㅋ 집에서도 한번 써보세요 ㅋ더운여름 냉방병 조심 하세요 ], 긍정 텍스트 확률 : 95.10%"
"[산다하니 홀리빠가 핸폰으로분], 긍정 텍스트 확률 : 57.57%"
"[ 보통 택배 오후에 오는데 이건아침 시에 갖다주네요?내 목 빠질까봐서?ㅋㅋㅋㅋㅋㅋ암튼 고마와요♡ ], 긍정 텍스트 확률 : 90.00%"
"[허접하다..는 생각도 하긴했구요근데 막상 조립 다하고 홀리 태우고 끌어보니탄탄하더라구용 ], 긍정 텍스트 확률 : 89.39%"
"[어제 마트 갈때 갖고 나가봤는데 좀 더 써보고 베이비젠 요요 플러스 특징 및 장단점 남겨보도록 할게요], 긍정 텍스트 확률 : 75.88%"
"[ ㅠ홀리빠 카드로사려고 했으나 삼성카드 청구할인 때문에 엄마카드로 살수 밖에없었던 엄마의 슬픈 후기ㅠ ], 긍정 텍스트 확률 : 84.71%"
"[손잡이 이렇게 되어 있네요 ], 긍정 텍스트 확률 : 87.55%"
"[조립 순서로는. 먼저 자전거 트레일러 본체를 펼쳐 준다접이식이긴 하지만 부피가 상당히 큰편이네요 ], 긍정 텍스트 확률 : 67.29%"
"[브레이크 결합은 동봉된 육각렌치로 꽉 조여 주시면 됩니다 브레이크가 양쪽이라바퀴가 움직일 일이 없답니다양쪽 브레이크를 잡으면 엄청 짱짱해요 ], 긍정 텍스트 확률 : 65.32%"
"[반대쪽 브레이크도 역시 조립 ], 긍정 텍스트 확률 : 87.93%"
"[앞바퀴를 끼워 주신 후 동봉된 나사를구멍에 맞춰 끼워 조여 주시면 됩니다앞 바퀴는 공기 주입식이 아닌 일반 바퀴 타입 ], 긍정 텍스트 확률 : 81.01%"
"[자전거 트레일러 핸들도 결합 하겠습니다방법은 간단 ], 긍정 텍스트 확률 : 63.72%"
"[사진처럼 끼워 주기만 하면 끝나사 방식이 아닌 고정 고리 방식 입니다 ], 긍정 텍스트 확률 : 67.69%"
"[짜잔 완성 앞에 커버는? 따로 똑딱이방식으로 되어 있네요.. 과연 그 똑딱이의내구성이 얼마나 될 지 의심이 가네요..차라리 지퍼 방식으로 되어 있으면 좋으련만..왜 겉 커버가 똑딱이로 되어 있는 건지.. ], 긍정 텍스트 확률 : 51.99%"
"[근데 진짜 고급집니다 이런 제품을단돈 만원대에 구매했다니..이거 운 좋은거죠??ㅋ ], 긍정 텍스트 확률 : 85.63%"
"[설치 후 관심을 갖는 울 아들 근데..이놈이.. 안전벨트를 메는건 죽기보다 싫어하네요ㅠㅠ 그래서 차에서도 카시트를못탑니다ㅠㅠ 어찌해야 할까요... ], 긍정 텍스트 확률 : 98.89%"
"[이렇게 즐거워하던 놈이.. ], 긍정 텍스트 확률 : 89.82%"
"[안전벨트 채우자 마자 울고 불고 난리도아니네요.. 과연 이 제품을 잘 탈 수 있을지...걱정이 되기도 하네요.. 자전거 뒤에 타면좀 낫겠죠??ㅋㅋ 이상 자전거 트레일러유모차 이용 가능한 제품 구매 개봉기설치 후기 였습니다제돈 주고 직접 구매 한 제품입니다 ], 긍정 텍스트 확률 : 63.20%"
"[ 유모차선풍기 추천], 긍정 텍스트 확률 : 79.58%"
"[유모차선풍기 추천], 긍정 텍스트 확률 : 79.58%"
"[원래는 저렇게 뚫려 있진 않구요. 건전지 덮개가 있었는데 바닥에 몇 번 떨어뜨렸더니 사라졌어요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ건전지 덮개 대신 다른걸 끼워놨더니 아들이 자꾸 뜯어서 그냥 오픈해서 쓰고 있어요 ㅋㅋㅋ ], 긍정 텍스트 확률 : 51.33%"
"[건전지 왼쪽에는 바람의 세기를 조절 할 수 있는 회전 버튼이 있고], 긍정 텍스트 확률 : 58.69%"
"[오른쪽에는 충전 잭을 꽂을 수 있는 곳이예요. 리맥스 선풍기 충전잭은 안드로이드용 충전잭을 사용하면됩니다.], 긍정 텍스트 확률 : 50.89%"
"[그리고 바람 세기도 조절 할 수 있구요. 실내에서는 소리가 좀 크다고 느껴질테지만], 긍정 텍스트 확률 : 76.96%"
"[보통은 야외에서 유모차에 달아놓고 선풍기를 틀기 때문에 특별히 시끄럽다고 느낄 일이 없어요.], 긍정 텍스트 확률 : 56.23%"
"[선풍기 클립 또한 튼튼해서 유모차 아래쪽], 긍정 텍스트 확률 : 87.51%"
"[차양막 어디든 원하는 곳 어디든 달 수 있구요. 충전 시간에 사용은 시간 까지 가능하다고 안내되어 있지만], 긍정 텍스트 확률 : 93.37%"
"[.?유모차거치대유모차거치대.?다용도거치대다용도거치대.?유모차스마트폰거치대유모차스마트폰거치대예원이와 함께 외출을 하면 키즈동영상을 꼭 보여줘야해요ㅠ사실 보여주는 것이 나쁘다고 하는데...ㅎㅎ예원이는 동영상에서 배우는 것도 많고], 긍정 텍스트 확률 : 98.43%"
"[그런데 애인의 아우디 스포트 모델의 헤드레스트 봉의 모양이두꺼운 사각이라.. 일반적인 거치대는 사용이 불가능해 적합한 거치대를 찾기가 어려웠거든요ㅠ그래서 할 수 없이 스마트폰을 제가 들어주거나..아니면 예원이가 잡고 내려봐야했어요. ], 긍정 텍스트 확률 : 81.43%"
"[그러다.?제노믹스다용도거치대제노믹스다용도거치대 이 물건이 눈에 띄지 뭐에요], 긍정 텍스트 확률 : 65.01%"
"[작은 크기에 실용적인 부분을 모두 겸비한 다용도거치대 셀프 스텐딩도 가능하고 봉이 있는 어느 부분에나 끼워서 거치할 수 있을 뿐 아니라자동차 송풍구에도 끼워 거치가 가능해 완전 만능이더라고요], 긍정 텍스트 확률 : 85.83%"
"[딱 제가 찾던 바로 그 제품이었어요.. .. ], 긍정 텍스트 확률 : 60.30%"
"[특히 사각진 봉 부분도 거치가 가능하다보니저희헤드레스트 사각봉이도 안성맞춤 ], 긍정 텍스트 확률 : 58.56%"
"[ 제노믹스 정말 다용도 다기능거치대 아주아주 칭찬해판거치도 가능하고 원형 거치도 가능하다보니어느 곳에서든 사용이 가능한 장점을 가지고 있어요 가성비 최고입니다 ], 긍정 텍스트 확률 : 95.54%"
"[크기도 작고 가벼운데 거치 능력도 우수한 제노믹스], 긍정 텍스트 확률 : 63.02%"
"[ㅋㅋㅋ 저 오늘 또 따봉스티커 남발할 듯 해요], 긍정 텍스트 확률 : 84.94%"
"[그럼 스마트폰을 거치해봐야겠죠제가 사용중인 갤럭시 노트와 샤오미 미맥스는 디스플레이가 큰 편이라..과연 거치가 가능할지.. 이게 관건이었는데요 ], 긍정 텍스트 확률 : 84.35%"
"[그립부분 끝에 스마트폰이 안정적으로 거치될 수 있도록살짝 홈이 파여있어서 외부의 충격으로부터 스마트폰이 이탈하는 것을 방지해주어요 ], 긍정 텍스트 확률 : 73.28%"
"[그리고 앞쪽에서 보았을 때 사이드를 살짝 감싸주듯 거치하기때문에정말 안정감있습니다또한 소재가 미끄럽지 않다보니 케이스를 씌우고 있지 않다 하더라도스마트폰을 밀착해 잡아주어요 ], 긍정 텍스트 확률 : 75.42%"
"[제 케이스가 조금 두꺼운데..두꺼운 케이스도 완벽히 잡앙주는 제노믹스 거치대 ], 긍정 텍스트 확률 : 90.28%"
"[노트 거치 되는 것까지는 될 줄 알았는데..ㅎ더 큰 샤오미 미맥스가 거치 되다니게다가 아주 안정적인 것까지], 긍정 텍스트 확률 : 60.40%"
"[진짜 최고최고 이건 정말 제가 찾던 제품이었어요 ㅎ애인이 샤오미 미맥스를 내비게이션으로 활용하면서차량용 거치대를 찾았지만..사실 그렇게 만족스럽지는 않다고 했거든요제노믹스 가 정말 최고라며 다만.. 샤오미 미맥스 전원버튼이 사이드 중간부분에 있다보니..거치대를 거치할 때 전원버튼이 눌리는 안타까움이 있어살짝 옆쪽을 거치해야하는 건 있지만요...ㅎ ], 긍정 텍스트 확률 : 99.98%"
"[스포츠 패키지다보니.. 헤드레스트 거치대의 봉이 네모진 차이가 있다보니ㅠ스마트폰 헤드레스트 거치대를 아무리 찾아봐도 거치할 수 있는 제품이 없었는데..ㅎ제노믹스는 진심 최고입니다 ], 긍정 텍스트 확률 : 98.49%"
"[드디어 찾아냈다는 기쁨에애인과 얼싸 안고 좋아했네요 ㅋㅋ ], 긍정 텍스트 확률 : 91.39%"
"[캬 진짜 안성맞춤이 이런데서 나온 말이 아닐까.. 싶어요 ㅎㅎ ], 긍정 텍스트 확률 : 93.10%"
"[제 노트를 거치해보았어요캬 전혀 흔들림 없이 안정적인 거치가 가능합니다 ], 긍정 텍스트 확률 : 75.15%"
"[차량 뒷자리에 앉아 거치대에 거치되어 있는 노트를 직접 조작해보았어요 터치], 긍정 텍스트 확률 : 63.38%"
"[이제는 제자리를 찾아...예원이가 앉는 자리 헤드레스트 부분에 끼워보았어요], 긍정 텍스트 확률 : 68.65%"
"[다음 날 외출을 할 때예원이가 앉자마자 엄마], 긍정 텍스트 확률 : 66.25%"
"[캬 아주 높이가 딱이더라고요 최고최고ㅎ ], 긍정 텍스트 확률 : 99.21%"
"[아이 눈과 높이가 잘 맞는 것은 물론], 긍정 텍스트 확률 : 75.94%"
"[어제 일산 킨텍스에서 하고 있는서울모터쇼에 다녀왔는데요예원이의 휴대용 유모차인 페라리 유모차와 색깔 맞춤이 되어 넘 좋더라고요 ㅋ ], 긍정 텍스트 확률 : 81.59%"
"[역시 그립안쪽 부분에 장치를 별도로 장착하지 않아도 크기가 딱 맞습니다 유모차거치대 찾으시는 분들], 긍정 텍스트 확률 : 68.42%"
"[제노믹스선택해보세요ㅎㅎ ], 긍정 텍스트 확률 : 58.66%"
"[캬 정말 안정감 있더라고요 ㅎ스마트폰이 낙상할 염려가 전혀 없어 완전 만족 ], 긍정 텍스트 확률 : 77.66%"
"[이렇게 직접 터치하고 조작해도 전혀 흔들림이 없어 만족이에요 ㅎ다용도 거치가 가능한 스마트폰거치대제노믹스 완전 강추입니다 ], 긍정 텍스트 확률 : 99.74%"
"[사실 저희집엔 아이패드와 레노버 탭도 있어 태블릿 거치대도 알아보고 있는데..제노믹스 제품이 괜찮을지.. 더 나은 제품이 있는지 좀 찾아보려고요], 긍정 텍스트 확률 : 86.10%"
"[본 포스팅은 제노믹스로부터 제품을 무상으로 제공받아 작성한 솔직한 후기입니다. ], 긍정 텍스트 확률 : 56.89%"
"[ 저도 이거 샀어요 핸들링 생각보다 더 좋고 디자인이며 내구성이며 가성비 매우 만족하고있어요요요보단 키로 더나가긴하는데 가격 생각하면 괜찮아요 ㅋㅋㅋ 무거운 만큼 흔들림도 덜 할 거같아요긍정긍정유모차 접는 거 넘쉽고편해요], 긍정 텍스트 확률 : 90.32%"
"[감사합니다], 긍정 텍스트 확률 : 84.51%"
"[ 꼼꼼하게 잘 챙겨가셨네요 아기 동반하는 회원님들께 좋은 참고가 될 것 같아요수고 많으셨어요 샤워기필터 사용 자제에도 동참해주셔서 정말 감사해요], 긍정 텍스트 확률 : 99.31%"
"[잘보구가요. 재방에 저도 최대한 아기짐 쭐여갈계획인데 참고할게요 감사합니당], 긍정 텍스트 확률 : 88.57%"
"[정보잘보고갑니다], 긍정 텍스트 확률 : 75.92%"
"[좋은 정보 감사합니다 ], 긍정 텍스트 확률 : 95.26%"
"[저도 님꺼 참고해서 짐싸야겠어요 감사해요], 긍정 텍스트 확률 : 60.68%"
"[저희도 아가와 여행 예정중이라 잘봤어용 혹시 햇반은 어떻게 데우셨을까요?], 긍정 텍스트 확률 : 79.07%"
"[ 아이가 이쁘네요 ㅎㅎ], 긍정 텍스트 확률 : 96.07%"
"[감사합니다], 긍정 텍스트 확률 : 84.51%"
"[아기도 좋아하네요], 긍정 텍스트 확률 : 73.02%"
"[네 동요 틀어줬더니 또 틀어달라고 난리더라구요ㅋㅋ], 긍정 텍스트 확률 : 78.28%"
"[정말작은데 소리는 진짜 큽니다아이손에 싹 들어가는 사이즈에요ㅋ], 긍정 텍스트 확률 : 82.45%"
"[신의귀환님 항상 좋은 일 하시네요 ㅎㅎ], 긍정 텍스트 확률 : 98.06%"
"[좋으신 분입니다], 긍정 텍스트 확률 : 92.16%"
"[감사합니다], 긍정 텍스트 확률 : 84.51%"
"[ 전기포트도 있던데 흰색에 내부올스텐이라 드릉드릉하네요. 후기감사해요ㅎ], 긍정 텍스트 확률 : 95.09%"
"[그거보기전에 드롱기샀네요ㅎㅎ 담에 바꾸면 사자고 할지도 ...ㅎ], 긍정 텍스트 확률 : 93.95%"
"[꽤 정확해요ㅎ 어플깔면 잴때마다 기록저장도 되고ㅎ 가장 만족하는 중 입니다], 긍정 텍스트 확률 : 99.98%"
"[보조배터리 있어요 ㅋㅋ 로봇청소기가 진짜 완전 좋아요 이거없었으면 육아가 배까진 아니고 .배는 힘들었을거같은 느낌이에요 ㅋㅋㅋㅋ], 긍정 텍스트 확률 : 83.21%"
"[유모차는 디자인이 이쁘진 않더라구요. 디자인 괜찮음 사자할지도 몰라요ㅎㅎ], 긍정 텍스트 확률 : 58.39%"
